Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2015-02-02 00:00:00+00:00,29.512500762939453,29.792499542236328,29.020000457763672,29.657499313354492,26.418228149414062,250956400.0,AAPL
2015-02-03 00:00:00+00:00,29.625,29.772499084472656,29.40250015258789,29.662500381469727,26.422685623168945,207662800.0,AAPL
2015-02-04 00:00:00+00:00,29.625,30.127500534057617,29.577499389648438,29.889999389648438,26.62533187866211,280598800.0,AAPL
2015-02-05 00:00:00+00:00,30.0049991607666,30.0575008392334,29.8125,29.985000610351562,26.815364837646484,168984800.0,AAPL
2015-02-06 00:00:00+00:00,30.0049991607666,30.0625,29.612499237060547,29.732500076293945,26.589563369750977,174826400.0,AAPL
2015-02-09 00:00:00+00:00,29.637500762939453,29.959999084472656,29.607500076293945,29.93000030517578,26.76618766784668,155559200.0,AAPL
2015-02-10 00:00:00+00:00,30.042499542236328,30.537500381469727,30.040000915527344,30.5049991607666,27.280405044555664,248034000.0,AAPL
2015-02-11 00:00:00+00:00,30.6924991607666,31.229999542236328,30.625,31.219999313354492,27.91982650756836,294247200.0,AAPL
2015-02-12 00:00:00+00:00,31.514999389648438,31.8700008392334,31.392499923706055,31.614999771118164,28.273067474365234,297898000.0,AAPL
2015-02-13 00:00:00+00:00,31.81999969482422,31.81999969482422,31.412500381469727,31.770000457763672,28.411684036254883,217088800.0,AAPL
2015-02-17 00:00:00+00:00,31.872499465942383,32.220001220703125,31.729999542236328,31.957500457763672,28.579364776611328,252609600.0,AAPL
2015-02-18 00:00:00+00:00,31.907499313354492,32.19499969482422,31.862499237060547,32.18000030517578,28.77834701538086,179566800.0,AAPL
2015-02-19 00:00:00+00:00,32.119998931884766,32.25749969482422,32.08250045776367,32.11249923706055,28.71798324584961,149449600.0,AAPL
2015-02-20 00:00:00+00:00,32.154998779296875,32.375,32.01250076293945,32.375,28.952728271484375,195793600.0,AAPL
2015-02-23 00:00:00+00:00,32.505001068115234,33.25,32.415000915527344,33.25,29.7352352142334,283896400.0,AAPL
2015-02-24 00:00:00+00:00,33.23500061035156,33.400001525878906,32.79249954223633,33.04249954223633,29.54966926574707,276912400.0,AAPL
2015-02-25 00:00:00+00:00,32.88999938964844,32.900001525878906,32.037498474121094,32.1974983215332,28.793996810913086,298846800.0,AAPL
2015-02-26 00:00:00+00:00,32.1974983215332,32.717498779296875,31.65250015258789,32.60499954223633,29.158418655395508,365150000.0,AAPL
2015-02-27 00:00:00+00:00,32.5,32.64250183105469,32.060001373291016,32.1150016784668,28.720216751098633,248059200.0,AAPL
2015-03-02 00:00:00+00:00,32.3125,32.56999969482422,32.07500076293945,32.272499084472656,28.861068725585938,192386800.0,AAPL
2015-03-03 00:00:00+00:00,32.2400016784668,32.380001068115234,32.022499084472656,32.34000015258789,28.921430587768555,151265200.0,AAPL
2015-03-04 00:00:00+00:00,32.275001525878906,32.38999938964844,32.08000183105469,32.1349983215332,28.73809814453125,126665200.0,AAPL
2015-03-05 00:00:00+00:00,32.14500045776367,32.1875,31.440000534057617,31.602500915527344,28.261892318725586,226068400.0,AAPL
2015-03-06 00:00:00+00:00,32.099998474121094,32.342498779296875,31.565000534057617,31.649999618530273,28.304372787475586,291368400.0,AAPL
2015-03-09 00:00:00+00:00,31.989999771118164,32.39250183105469,31.264999389648438,31.78499984741211,28.42509651184082,354114000.0,AAPL
2015-03-10 00:00:00+00:00,31.602500915527344,31.80500030517578,30.950000762939453,31.127500534057617,27.83710289001465,275426400.0,AAPL
2015-03-11 00:00:00+00:00,31.1875,31.1924991607666,30.52750015258789,30.559999465942383,27.329586029052734,275756000.0,AAPL
2015-03-12 00:00:00+00:00,30.577499389648438,31.225000381469727,30.407499313354492,31.112499237060547,27.823684692382812,193450800.0,AAPL
2015-03-13 00:00:00+00:00,31.100000381469727,31.350000381469727,30.645000457763672,30.897499084472656,27.63141441345215,207309200.0,AAPL
2015-03-16 00:00:00+00:00,30.969999313354492,31.237499237060547,30.717500686645508,31.237499237060547,27.935470581054688,143497200.0,AAPL
2015-03-17 00:00:00+00:00,31.475000381469727,31.829999923706055,31.412500381469727,31.760000228881836,28.40274429321289,204092400.0,AAPL
2015-03-18 00:00:00+00:00,31.75,32.290000915527344,31.592500686645508,32.11750030517578,28.722450256347656,261083600.0,AAPL
2015-03-19 00:00:00+00:00,32.1875,32.3125,31.850000381469727,31.875,28.50558853149414,183238000.0,AAPL
2015-03-20 00:00:00+00:00,32.0625,32.099998474121094,31.290000915527344,31.475000381469727,28.14786720275879,274780400.0,AAPL
2015-03-23 00:00:00+00:00,31.780000686645508,31.962499618530273,31.6299991607666,31.802499771118164,28.440752029418945,150838800.0,AAPL
2015-03-24 00:00:00+00:00,31.8075008392334,32.0099983215332,31.639999389648438,31.672500610351562,28.324493408203125,131369200.0,AAPL
2015-03-25 00:00:00+00:00,31.635000228881836,31.704999923706055,30.844999313354492,30.844999313354492,27.5844669342041,206620800.0,AAPL
2015-03-26 00:00:00+00:00,30.690000534057617,31.219999313354492,30.649999618530273,31.059999465942383,27.7767391204834,190291600.0,AAPL
2015-03-27 00:00:00+00:00,31.142499923706055,31.174999237060547,30.727500915527344,30.8125,27.555395126342773,158184800.0,AAPL
2015-03-30 00:00:00+00:00,31.012500762939453,31.600000381469727,31.0,31.592500686645508,28.25294303894043,188398800.0,AAPL
2015-03-31 00:00:00+00:00,31.522499084472656,31.622499465942383,31.09000015258789,31.107500076293945,27.819211959838867,168362400.0,AAPL
2015-04-01 00:00:00+00:00,31.204999923706055,31.280000686645508,30.774999618530273,31.0625,27.778972625732422,162485600.0,AAPL
